,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
ADAM15,2.4077584e-05,1.0,2.4077584e-05,-0.03810268,0.09662524,1
ADAM19,9.488405e-06,1.0,9.488405e-06,-0.05073326,0.08729503,1
ADAMTSL5,5.7587276e-05,2.0,5.7587276e-05,-0.009091666,-0.029752351,1
ADAP2,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADARB1,4.3815595e-07,2.0,4.3815595e-07,-0.05856851,-0.06630086,1
ADAT1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADAT3,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADCK1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADCK2,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADCY10,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADCY7,1.2294879e-05,6.0,1.2294879e-05,-0.04830356,-0.64995015,1
ADCY9,0.00012685002,6.0,0.00012685002,0.05087255,-0.5766888,1
ADD1,2.475551e-06,3.0,2.475551e-06,-0.05680464,-0.21280591,1
ADD3,2.5898002e-08,1.0,2.5898002e-08,-0.058925427,0.08124349,1
ADGRB1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADGRE1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADGRE5,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADGRG1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADGRG5,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADHFE1,6.2802127e-07,1.0,6.2802127e-07,-0.058404136,0.08162857,1
ADI1,1.5831561e-07,1.0,1.5831561e-07,-0.058810785,0.08132818,1
ADIPOR1,1.4752479e-09,1.0,1.4752479e-09,-0.05894657,0.081227876,1
ADIPOR2,5.732701e-08,1.0,5.732701e-08,-0.058898214,0.081263594,1
ADK,4.0669556e-06,1.0,4.0669556e-06,-0.05542688,0.08382787,1
ADM5,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADNP2,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADO,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADORA2A,9.466304e-06,3.0,9.466304e-06,-0.050752394,-0.20833512,1
ADP signalling through P2Y purinoceptor 1,6.644037e-05,2.0,6.644037e-05,-0.054474153,-0.17343928,2
ADP signalling through P2Y purinoceptor 12,0.0007351802,2.0,0.0007351802,0.3875943,0.24937207,2
ADPGK,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADPRH,0.0,0.0,0.0,-0.058947846,0.22903492,1
ADPRHL2,4.124203e-06,1.0,4.124203e-06,-0.05537732,0.08386447,1
ADPRM,2.3714569e-05,1.0,2.3714569e-05,-0.03841696,0.09639307,1
ADRA2B,4.586961e-05,3.0,4.586961e-05,-0.019236237,-0.18505415,1
ADRM1,1.9195247e-06,2.0,1.9195247e-06,-0.05728602,-0.06535349,1
ADSL,3.4380696e-10,1.0,3.4380696e-10,-0.058947552,0.081227146,1
ADSS,3.803874e-08,1.0,3.803874e-08,-0.058914915,0.081251256,1
ADSSL1,1.950885e-09,1.0,1.950885e-09,-0.05894616,0.08122818,1
AEBP2,5.3227817e-05,2.0,5.3227817e-05,-0.0128658675,-0.03254035,1
AEN,0.0,0.0,0.0,-0.058947846,0.22903492,1
AFAP1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AFAP1L2,0.0,0.0,0.0,-0.058947846,0.22903492,1
AFF1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AFF3,0.0,0.0,0.0,-0.058947846,0.22903492,1
AFF4,5.797059e-05,2.0,5.797059e-05,-0.008759813,-0.02950721,1
AFMID,1.5523603e-10,1.0,1.5523603e-10,-0.058947716,0.08122703,1
AFTPH,0.0,0.0,0.0,-0.058947846,0.22903492,1
AGA,8.624069e-08,1.0,8.624069e-08,-0.058873184,0.08128209,1
AGAP1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AGAP4,0.0,0.0,0.0,-0.058947846,0.22903492,1
AGAP6,0.0,0.0,0.0,-0.058947846,0.22903492,1
AGBL5,3.3647277e-06,1.0,3.3647277e-06,-0.056034833,0.08337878,1
AGFG1,4.745097e-07,1.0,4.745097e-07,-0.05853704,0.08153039,1
AGK,7.040336e-06,1.0,7.040336e-06,-0.05285268,0.08572943,1
AGL,2.593478e-05,2.0,2.593478e-05,-0.036494814,-0.049995035,1
AGO2,0.00039348315,11.0,0.00039348315,0.28171018,-1.1452092,1
AGO3,0.00051959173,13.0,0.00051959173,0.39088866,-1.3601751,1
AGO4,0.00025318997,13.0,0.00025318997,0.16025136,-1.5305468,1
AGPAT2,2.2349568e-06,2.0,2.2349568e-06,-0.057012934,-0.06515176,1
AGPAT3,7.728926e-06,2.0,7.728926e-06,-0.05225653,-0.061638206,1
AGPAT4,6.799863e-05,1.0,6.799863e-05,-7.803399e-05,0.124714024,1
AGPAT5,5.419531e-06,1.0,5.419531e-06,-0.054255888,0.08469288,1
AGPS,5.677911e-10,2.0,5.677911e-10,-0.058947355,-0.06658072,1
AGTPBP1,1.0905221e-05,1.0,1.0905221e-05,-0.049506653,0.088201135,1
AGTRAP,6.8500034e-05,1.0,6.8500034e-05,0.0003560537,0.12503468,1
AHCTF1,2.6174843e-07,4.0,2.6174843e-07,-0.05872124,-0.3620297,1
AHCY,2.1298567e-05,2.0,2.1298567e-05,-0.040508613,-0.052960027,1
AHCYL2,0.0,0.0,0.0,-0.058947846,0.22903492,1
AHDC1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AHI1,2.2274761e-10,1.0,2.2274761e-10,-0.058947653,0.08122708,1
AHR,1.7500428e-09,1.0,1.7500428e-09,-0.05894633,0.081228055,1
AHSA1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AICDA,0.0,0.0,0.0,-0.058947846,0.22903492,1
AIF1L,0.0,0.0,0.0,-0.058947846,0.22903492,1
AIMP2,6.152062e-06,2.0,6.152062e-06,-0.0536217,-0.06264666,1
AIP,3.5335388e-06,2.0,3.5335388e-06,-0.055888686,-0.06432128,1
AJAP1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AJUBA,0.00066762505,3.0,0.00066762505,0.5190485,0.21257648,1
AK2,1.0664587e-06,1.0,1.0664587e-06,-0.05802456,0.08190896,1
AK3,0.0,0.0,0.0,-0.058947846,0.22903492,1
AK4,3.196246e-06,1.0,3.196246e-06,-0.056180697,0.08327103,1
AKAP10,0.0,0.0,0.0,-0.058947846,0.22903492,1
AKAP11,0.0,0.0,0.0,-0.058947846,0.22903492,1
AKAP8,0.0,0.0,0.0,-0.058947846,0.22903492,1
AKAP8L,0.0,0.0,0.0,-0.058947846,0.22903492,1
AKIP1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AKIRIN1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AKIRIN2,0.0,0.0,0.0,-0.058947846,0.22903492,1
AKR1B1,3.1667037e-07,2.0,3.1667037e-07,-0.058673687,-0.066378556,1
AKR1C4,2.4865589e-08,2.0,2.4865589e-08,-0.058926318,-0.06656518,1
AKR1D1,2.6505162e-10,1.0,2.6505162e-10,-0.05894762,0.0812271,1
AKR7A3,6.228108e-08,1.0,6.228108e-08,-0.058893926,0.08126676,1
AKT phosphorylates targets in the cytosol,8.40614e-07,2.0,8.40614e-07,-0.09783867,-0.16507751,2
AKT phosphorylates targets in the nucleus,1.9402174e-05,2.0,1.9402174e-05,-0.085568614,0.07232457,2
AKT-mediated inactivation of FOXO1A,2.8644447e-09,2.0,2.8644447e-09,-0.098392464,0.09592908,2
AKT1,5.7042627e-05,25.0,5.7042627e-05,-0.0095631955,-3.4296849,1
AKT1S1,7.5609705e-07,2.0,7.5609705e-07,-0.058293257,-0.066097535,1
AKT3,0.00010398599,15.0,0.00010398599,0.03107802,-1.921583,1
AKTIP,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALAD,0.00017420526,2.0,0.00017420526,0.091870345,0.04482823,1
ALAS1,0.00011992209,3.0,0.00011992209,0.044874698,-0.13769545,1
ALB,1.8069184e-05,9.0,1.8069184e-05,-0.04330445,-1.0896814,1
ALDH16A1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALDH1A1,2.5173116e-05,3.0,2.5173116e-05,-0.03715422,-0.19829017,1
ALDH1A2,4.97346e-08,1.0,4.97346e-08,-0.058904793,0.08125874,1
ALDH1B1,2.9204065e-07,1.0,2.9204065e-07,-0.05869501,0.0814137,1
ALDH2,3.8076807e-06,2.0,3.8076807e-06,-0.055651344,-0.06414596,1
ALDH3A2,3.1400486e-06,2.0,3.1400486e-06,-0.05622935,-0.06457293,1
ALDH5A1,2.0827338e-08,1.0,2.0827338e-08,-0.05892982,0.081240244,1
ALDH8A1,8.031384e-08,1.0,8.031384e-08,-0.058878317,0.081278294,1
ALDH9A1,2.42944e-09,1.0,2.42944e-09,-0.05894574,0.08122848,1
ALDOC,3.616899e-05,2.0,3.616899e-05,-0.027634546,-0.043449964,1
ALG1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALG10B,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALG11,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALG12,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALG2,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALG5,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALG8,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALG9,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALK,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALKBH1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALKBH2,9.899003e-13,1.0,9.899003e-13,-0.058947846,0.08122693,1
ALKBH2 mediated reversal of alkylation damage,9.85033e-13,2.0,9.85033e-13,-0.09839436,0.095927715,2
ALKBH3 mediated reversal of alkylation damage,2.4447926e-09,2.0,2.4447926e-09,-0.09839274,0.095928885,2
ALKBH4,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALKBH5,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALKBH6,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALKBH7,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALKBH8,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALOX12,3.3032167e-05,5.0,3.3032167e-05,-0.03035025,-0.4888801,1
ALOX5,5.255152e-06,13.0,5.255152e-06,-0.054398198,-1.6891083,1
ALPI,5.3540145e-08,1.0,5.3540145e-08,-0.058901493,0.08126117,1
ALPK3,0.0,0.0,0.0,-0.058947846,0.22903492,1
ALYREF,5.0720437e-09,7.0,5.0720437e-09,-0.058943458,-0.80561787,1
AMBRA1,3.0347535e-06,1.0,3.0347535e-06,-0.05632051,0.08316775,1
AMDHD1,1.1268165e-06,1.0,1.1268165e-06,-0.05797231,0.08194756,1
AMDHD2,0.0,0.0,0.0,-0.058947846,0.22903492,1
AMER1,1.9016585e-05,11.0,1.9016585e-05,-0.04248424,-1.3846915,1
AMER1 mutants destabilize the destruction complex,4.2390225e-06,3.0,4.2390225e-06,-0.09559217,-0.46035954,3
AMFR,7.407355e-10,1.0,7.407355e-10,-0.058947206,0.08122741,1
AMIGO1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AMMECR1L,0.0,0.0,0.0,-0.058947846,0.22903492,1
AMPK inhibits chREBP transcriptional activation activity,2.596382e-06,2.0,2.596382e-06,-0.14047289,0.09716477,2
AMY1A,2.0126828e-07,1.0,2.0126828e-07,-0.0587736,0.081355646,1
AMY2A,8.997977e-06,1.0,8.997977e-06,-0.05115785,0.08698139,1
AMY2B,4.607283e-07,1.0,4.607283e-07,-0.058548972,0.08152158,1
AMZ2,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANAPC10,2.02262e-05,9.0,2.02262e-05,-0.041437015,-1.0883019,1
ANAPC11,8.553162e-06,9.0,8.553162e-06,-0.05154295,-1.0957671,1
ANAPC13,5.104309e-06,1.0,5.104309e-06,-0.05452879,0.08449128,1
ANAPC15,0.000119657816,8.0,0.000119657816,0.0446459,-0.8769044,1
ANAPC16,3.7512987e-06,8.0,3.7512987e-06,-0.055700157,-0.95103,1
ANAPC2,9.26904e-05,9.0,9.26904e-05,0.021298865,-1.0419588,1
ANAPC4,1.1634885e-05,9.0,1.1634885e-05,-0.048874944,-1.0937963,1
ANAPC7,3.137636e-06,9.0,3.137636e-06,-0.056231443,-1.0992305,1
ANG,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANGEL1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANGEL2,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANGPT1,2.7042898e-07,1.0,2.7042898e-07,-0.058713727,0.08139988,1
ANK1,0.00031638404,5.0,0.00031638404,0.21496163,-0.30766833,1
ANKAR,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKFY1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKH,2.1665193e-07,1.0,2.1665193e-07,-0.05876028,0.08136548,1
ANKHD1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKIB1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKLE2,3.4688378e-07,1.0,3.4688378e-07,-0.058647536,0.08144877,1
ANKMY1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRA2,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD1,4.9537564e-05,1.0,4.9537564e-05,-0.016060704,0.11290764,1
ANKRD10,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD13A,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD13C,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD13D,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD16,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD23,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD27,0.00036488494,1.0,0.00036488494,0.25695127,0.31458142,1
ANKRD28,9.978238e-06,1.0,9.978238e-06,-0.05030919,0.08760831,1
ANKRD34A,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD34C,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD36B,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD39,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD40,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD46,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD49,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD50,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD54,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD6,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKRD9,3.8320405e-07,1.0,3.8320405e-07,-0.05861609,0.081472,1
ANKS1A,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKS1B,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKS3,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKS6,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANKZF1,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANO10,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANO6,3.1794752e-06,1.0,3.1794752e-06,-0.056195214,0.0832603,1
ANO8,2.3008047e-06,2.0,2.3008047e-06,-0.056955926,-0.065109655,1
ANP32A,2.9958276e-06,1.0,2.9958276e-06,-0.056354214,0.08314285,1
ANP32E,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANTXR2,0.00071252935,1.0,0.00071252935,0.5579244,0.5369101,1
ANXA1,6.1167644e-05,3.0,6.1167644e-05,-0.0059919623,-0.1752706,1
ANXA11,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANXA2,5.598774e-05,3.0,5.598774e-05,-0.0104764635,-0.17858331,1
ANXA3,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANXA4,0.0,0.0,0.0,-0.058947846,0.22903492,1
ANXA5,3.8395915e-06,1.0,3.8395915e-06,-0.055623725,0.08368246,1
ANXA6,7.87464e-06,1.0,7.87464e-06,-0.05213038,0.086262986,1
ANXA7,0.0,0.0,0.0,-0.058947846,0.22903492,1
AOC2,0.0,0.0,0.0,-0.058947846,0.22903492,1
AOC3,0.0,0.0,0.0,-0.058947846,0.22903492,1
AP1AR,0.0,0.0,0.0,-0.058947846,0.22903492,1
AP1B1,0.006004521,4.0,0.006004521,5.139466,3.4778683,1
AP1G1,0.00036530613,4.0,0.00036530613,0.25731593,-0.12857324,1
AP1G2,8.148926e-08,1.0,8.148926e-08,-0.058877297,0.08127905,1
AP1M1,0.0005774799,5.0,0.0005774799,0.44100535,-0.14068997,1
AP1S2,0.0021257866,4.0,0.0021257866,1.7814518,0.99730515,1
AP2A1,2.9356523e-05,10.0,2.9356523e-05,-0.033532437,-1.2302707,1
AP2A2,3.0234123e-06,11.0,3.0234123e-06,-0.056330327,-1.3949195,1
AP2B1,7.789415e-06,10.0,7.789415e-06,-0.052204162,-1.2440636,1
AP2M1,0.00015786088,11.0,0.00015786088,0.0777202,-1.2958964,1
AP3B1,5.800107e-05,2.0,5.800107e-05,-0.008733423,-0.029487718,1
AP3D1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AP3M1,5.7385023e-05,1.0,5.7385023e-05,-0.009266767,0.117926314,1
AP3M2,0.0,0.0,0.0,-0.058947846,0.22903492,1
AP3S1,6.172173e-10,1.0,6.172173e-10,-0.05894731,0.081227325,1
AP3S2,0.0,0.0,0.0,-0.058947846,0.22903492,1
AP4B1,7.357284e-09,2.0,7.357284e-09,-0.05894148,-0.06657638,1
AP4E1,4.367183e-07,2.0,4.367183e-07,-0.05856976,-0.066301785,1
AP5B1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AP5M1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AP5S1,0.0,0.0,0.0,-0.058947846,0.22903492,1
AP5Z1,0.0,0.0,0.0,-0.058947846,0.22903492,1
APAF1,1.6208725e-08,4.0,1.6208725e-08,-0.058933813,-0.36218673,1
APBA3,2.5555131e-05,1.0,2.5555131e-05,-0.036823492,0.09757017,1
APBB1,5.1235797e-06,1.0,5.1235797e-06,-0.05451211,0.084503606,1
APBB3,0.0,0.0,0.0,-0.058947846,0.22903492,1
APC truncation mutants are not K63 polyubiquitinated,0.0,1.0,0.0,-0.09748106,0.37907103,2
APC truncation mutants have impaired AXIN binding,2.611348e-06,10.0,2.611348e-06,-0.09552847,-0.027922401,2
APC/C-mediated degradation of cell cycle proteins,4.6916444e-05,5.0,4.6916444e-05,-0.06738038,-1.5566394,3
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,2.678236e-05,42.0,2.678236e-05,-0.07745494,-1.4666085,2
APEX1,1.2835735e-05,4.0,1.2835735e-05,-0.04783531,-0.3539883,1
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,5.864636e-07,2.0,5.864636e-07,-0.09800668,0.09620713,2
APEX2,0.0,0.0,0.0,-0.058947846,0.22903492,1
