,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
AGTRAP,0.00021194985,1.0,0.00021194985,0.9749761,0.7921746,1
AGXT2,3.2905671e-13,1.0,3.2905671e-13,-0.14887504,-0.0027418935,1
AHCTF1,5.921405e-12,4.0,5.921405e-12,-0.14887501,-0.6579425,1
AHCY,0.0,2.0,0.0,-0.14887504,-0.22114211,1
AHCYL2,0.0,0.0,0.0,-0.14887504,0.21565834,1
AHDC1,0.0,0.0,0.0,-0.14887504,0.21565834,1
AHI1,0.00018689282,1.0,0.00018689282,0.8421127,0.6981984,1
AHR,4.447431e-08,1.0,4.447431e-08,-0.14863922,-0.0025750955,1
AHSA1,0.0,0.0,0.0,-0.14887504,0.21565834,1
AHSG,4.8223883e-06,4.0,4.8223883e-06,-0.12330462,-0.63985616,1
AICDA,0.0,0.0,0.0,-0.14887504,0.21565834,1
AIF1L,0.0,0.0,0.0,-0.14887504,0.21565834,1
AIMP1,6.875191e-05,2.0,6.875191e-05,0.21567778,0.036711473,1
AIMP2,0.0,2.0,0.0,-0.14887504,-0.22114211,1
AIP,0.0,2.0,0.0,-0.14887504,-0.22114211,1
AJAP1,0.0,0.0,0.0,-0.14887504,0.21565834,1
AJUBA,6.1268765e-05,3.0,6.1268765e-05,0.17599885,-0.20975426,1
AK2,4.1409754e-07,1.0,4.1409754e-07,-0.14667931,-0.0011888341,1
AK3,0.0,0.0,0.0,-0.14887504,0.21565834,1
AK4,2.6687097e-05,1.0,2.6687097e-05,-0.0073683304,0.09734788,1
AK7,9.541702e-07,1.0,9.541702e-07,-0.1438156,0.00083670253,1
AK8,1.7829088e-09,1.0,1.7829088e-09,-0.14886558,-0.0027352164,1
AK9,6.823056e-08,1.0,6.823056e-08,-0.14851324,-0.002486005,1
AKAP10,0.0,0.0,0.0,-0.14887504,0.21565834,1
AKAP11,0.0,0.0,0.0,-0.14887504,0.21565834,1
AKAP14,0.0,0.0,0.0,-0.14887504,0.21565834,1
AKAP3,0.0,0.0,0.0,-0.14887504,0.21565834,1
AKAP6,0.0,0.0,0.0,-0.14887504,0.21565834,1
AKAP8,0.0,0.0,0.0,-0.14887504,0.21565834,1
AKAP8L,0.0,0.0,0.0,-0.14887504,0.21565834,1
AKAP9,7.694991e-12,10.0,7.694991e-12,-0.148875,-1.9683439,1
AKIP1,0.0,0.0,0.0,-0.14887504,0.21565834,1
AKIRIN1,0.0,0.0,0.0,-0.14887504,0.21565834,1
AKIRIN2,0.0,0.0,0.0,-0.14887504,0.21565834,1
AKR1B1,2.742598e-06,2.0,2.742598e-06,-0.13433258,-0.21085604,1
AKR1B15,0.0,1.0,0.0,-0.14887504,-0.0027418935,1
AKR1C1,3.2020092e-10,2.0,3.2020092e-10,-0.14887334,-0.22114092,1
AKR1C4,5.890565e-10,2.0,5.890565e-10,-0.14887191,-0.22113992,1
AKR1D1,0.0,1.0,0.0,-0.14887504,-0.0027418935,1
AKR7A3,0.0,1.0,0.0,-0.14887504,-0.0027418935,1
AKR7L,2.7048513e-10,1.0,2.7048513e-10,-0.1488736,-0.0027408863,1
AKT phosphorylates targets in the cytosol,1.0419447e-08,2.0,1.0419447e-08,-0.27972162,-0.26046255,2
AKT phosphorylates targets in the nucleus,4.5663686e-09,2.0,4.5663686e-09,-0.27973035,-0.051005933,2
AKT-mediated inactivation of FOXO1A,0.00021841082,2.0,0.00021841082,0.045965977,0.19810604,2
AKT1,2.645382e-05,25.0,1.0581527e-06,-0.14326425,-5.1451325,1
AKT1S1,3.204591e-07,2.0,3.204591e-07,-0.14717582,-0.21994023,1
AKT2,0.0,19.0,0.0,-0.14887504,-3.933946,1
AKT3,3.073499e-11,15.0,3.073499e-11,-0.14887488,-3.060345,1
AKTIP,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALAD,8.351134e-12,2.0,8.351134e-12,-0.14887498,-0.22114208,1
ALAS1,7.892088e-05,3.0,7.892088e-05,0.2695981,-0.14355013,1
ALB,3.1527118e-06,9.0,3.1527118e-06,-0.13215797,-1.7381192,1
ALDH16A1,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALDH1A1,4.6960754e-06,3.0,4.6960754e-06,-0.12397438,-0.42192975,1
ALDH1A2,0.0,1.0,0.0,-0.14887504,-0.0027418935,1
ALDH1B1,0.0,1.0,0.0,-0.14887504,-0.0027418935,1
ALDH2,1.8818637e-08,2.0,1.8818637e-08,-0.14877525,-0.22107154,1
ALDH3A2,1.346955e-06,2.0,1.346955e-06,-0.14173289,-0.2160904,1
ALDH5A1,4.4534623e-11,1.0,4.4534623e-11,-0.1488748,-0.0027417352,1
ALDH8A1,3.7336655e-08,1.0,3.7336655e-08,-0.14867707,-0.0026018615,1
ALDH9A1,6.825144e-08,1.0,6.825144e-08,-0.14851314,-0.0024859188,1
ALDOC,1.863578e-05,2.0,1.863578e-05,-0.050059956,-0.15124875,1
ALG1,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALG10,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALG10B,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALG11,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALG12,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALG2,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALG5,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALG8,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALG9,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALK,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALKBH1,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALKBH2,1.6823982e-06,1.0,1.6823982e-06,-0.13995422,0.0035679257,1
ALKBH2 mediated reversal of alkylation damage,1.6824439e-06,2.0,1.6824439e-06,-0.27722806,-0.031613875,2
ALKBH3 mediated reversal of alkylation damage,2.6430649e-05,2.0,2.6430649e-05,-0.24032271,-0.005382298,2
ALKBH4,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALKBH5,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALKBH6,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALKBH7,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALKBH8,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALOX12,2.990681e-10,5.0,2.990681e-10,-0.14887345,-0.8763416,1
ALOX12B,2.0121952e-07,1.0,2.0121952e-07,-0.14780807,-0.0019872226,1
ALOX5,4.217111e-05,13.0,4.217111e-05,0.074734695,-2.465382,1
ALPI,0.0,1.0,0.0,-0.14887504,-0.0027418935,1
ALPK2,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALPK3,0.0,0.0,0.0,-0.14887504,0.21565834,1
ALYREF,6.4368105e-05,7.0,6.4368105e-05,0.19243291,-1.071731,1
AMBP,5.879784e-10,1.0,5.879784e-10,-0.14887193,-0.0027396919,1
AMBRA1,0.0,1.0,0.0,-0.14887504,-0.0027418935,1
AMDHD1,9.131632e-08,1.0,9.131632e-08,-0.14839083,-0.0023994185,1
AMDHD2,0.0,0.0,0.0,-0.14887504,0.21565834,1
AMER1,9.773698e-06,11.0,9.773698e-06,-0.09705059,-2.1500878,1
AMER1 mutants destabilize the destruction complex,4.797567e-06,3.0,4.797567e-06,-0.27258283,-0.57844025,3
AMER2,0.0,0.0,0.0,-0.14887504,0.21565834,1
AMER3,0.0,0.0,0.0,-0.14887504,0.21565834,1
AMFR,1.0845897e-11,1.0,1.0845897e-11,-0.14887498,-0.0027418646,1
AMIGO1,0.0,0.0,0.0,-0.14887504,0.21565834,1
AMIGO2,0.0,0.0,0.0,-0.14887504,0.21565834,1
AMIGO3,0.0,0.0,0.0,-0.14887504,0.21565834,1
AMMECR1L,0.0,0.0,0.0,-0.14887504,0.21565834,1
AMN1,0.0,0.0,0.0,-0.14887504,0.21565834,1
AMPD1,1.44732075e-08,1.0,1.44732075e-08,-0.14879829,-0.0026876277,1
AMPD2,5.4429223e-05,1.0,5.4429223e-05,0.1397326,0.20139451,1
AMPH,0.0,0.0,0.0,-0.14887504,0.21565834,1
AMPK inhibits chREBP transcriptional activation activity,0.002042332,2.0,0.002042332,1.6240896,1.4017389,2
AMTN,1.728813e-05,2.0,1.728813e-05,-0.05720578,-0.15630311,1
AMY1A,8.4078137e-16,1.0,8.4078137e-16,-0.14887504,-0.0027418935,1
AMY2A,3.5318415e-08,1.0,3.5318415e-08,-0.14868777,-0.0026094452,1
AMY2B,1.5330762e-07,1.0,1.5330762e-07,-0.14806212,-0.0021669143,1
AMZ1,0.0,0.0,0.0,-0.14887504,0.21565834,1
AMZ2,0.0,0.0,0.0,-0.14887504,0.21565834,1
ANAPC10,0.0,9.0,0.0,-0.14887504,-1.7499435,1
ANAPC11,0.0004376998,9.0,0.0004376998,2.1720016,-0.1083534,1
ANAPC13,1.7335725e-06,1.0,1.7335725e-06,-0.13968287,0.0037598491,1
ANAPC15,0.0003899523,8.0,0.0003899523,1.9188232,-0.06902987,1
ANAPC16,0.0009861027,8.0,0.0009861027,5.0798745,2.1668282,1
ANAPC2,2.2881088e-05,9.0,2.2881088e-05,-0.027549464,-1.6641283,1
ANAPC4,0.0009217088,9.0,0.0009217088,4.73843,1.7069191,1
ANAPC7,7.491925e-05,9.0,7.491925e-05,0.2483797,-1.4689595,1
ANG,0.0,0.0,0.0,-0.14887504,0.21565834,1
ANGEL1,0.0,0.0,0.0,-0.14887504,0.21565834,1
